,Age,SibSp,Parch,LogFare,Sex_male,Sex_female,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
805,31.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
806,39.0,0,0,0.0,1,0,1,0,0,0,0,1
807,18.0,0,0,2.1719067693519296,0,1,0,0,1,0,0,1
808,39.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
809,33.0,1,0,3.9908341858524357,0,1,1,0,0,0,0,1
810,26.0,0,0,2.184645795129359,1,0,0,0,1,0,0,1
811,39.0,0,0,3.224857896545748,1,0,0,0,1,0,0,1
812,35.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
813,6.0,4,2,3.4742929367327062,0,1,0,0,1,0,0,1
814,30.5,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
815,24.0,0,0,0.0,1,0,1,0,0,0,0,1
816,23.0,0,0,2.188856327665703,0,1,0,0,1,0,0,1
817,31.0,1,1,3.637696679934592,1,0,0,1,0,1,0,0
818,43.0,0,0,2.0082140323914683,1,0,0,0,1,0,0,1
819,10.0,3,2,3.3638415951183864,1,0,0,0,1,0,0,1
820,52.0,1,1,4.548599834499697,0,1,1,0,0,0,0,1
821,27.0,0,0,2.2682524139135403,1,0,0,0,1,0,0,1
822,38.0,0,0,0.0,1,0,1,0,0,0,0,1
823,27.0,0,1,2.600836116795061,0,1,0,0,1,0,0,1
824,2.0,4,1,3.705920919968788,1,0,0,0,1,0,0,1
825,24.0,0,0,2.0731719286662407,1,0,0,0,1,0,1,0
826,24.0,0,0,4.05171190165724,1,0,0,0,1,0,0,1
827,1.0,0,2,3.637696679934592,1,0,0,1,0,1,0,0
828,24.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
829,62.0,0,0,4.394449154672439,0,1,1,0,0,0,0,1
830,15.0,1,0,2.737880811060884,0,1,0,0,1,1,0,0
831,0.83,1,1,2.9831534913471307,1,0,0,1,0,0,0,1
832,24.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
833,23.0,0,0,2.180891922715322,1,0,0,0,1,0,0,1
834,18.0,0,0,2.2300144001592104,1,0,0,0,1,0,0,1
835,39.0,1,1,4.432699549165613,0,1,1,0,0,1,0,0
836,21.0,0,0,2.2682524139135403,1,0,0,0,1,0,0,1
837,24.0,0,0,2.2027647577118348,1,0,0,0,1,0,0,1
838,32.0,0,0,4.05171190165724,1,0,0,0,1,0,0,1
839,24.0,0,0,3.4242626545931514,1,0,1,0,0,1,0,0
840,20.0,0,0,2.188856327665703,1,0,0,0,1,0,0,1
841,16.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
842,30.0,0,0,3.4657359027997265,0,1,1,0,0,1,0,0
843,34.5,0,0,2.006534770871748,1,0,0,0,1,1,0,0
844,17.0,0,0,2.2682524139135403,1,0,0,0,1,0,0,1
845,42.0,0,0,2.145931282948669,1,0,0,0,1,0,0,1
846,24.0,8,2,4.256321678298823,1,0,0,0,1,0,0,1
847,35.0,0,0,2.1855792552411137,1,0,0,0,1,1,0,0
848,28.0,0,1,3.5263605246161616,1,0,0,1,0,0,0,1
849,24.0,1,0,4.500966778400217,0,1,1,0,0,1,0,0
850,4.0,4,2,3.4742929367327062,1,0,0,0,1,0,0,1
851,74.0,0,0,2.1719067693519296,1,0,0,0,1,0,0,1
852,9.0,1,1,2.7878344138303452,0,1,0,0,1,1,0,0
853,16.0,0,1,3.6988297849671046,0,1,1,0,0,0,0,1
854,44.0,1,0,3.295836866004329,0,1,0,1,0,0,0,1
855,18.0,0,1,2.336986519711378,0,1,0,0,1,0,0,1
856,45.0,1,1,5.11118445372147,0,1,1,0,0,0,0,1
857,51.0,0,0,3.3160025355989236,1,0,1,0,0,0,0,1
858,24.0,0,3,3.0085645861193133,0,1,0,0,1,1,0,0
859,24.0,0,0,2.1076888046179385,1,0,0,0,1,1,0,0
860,41.0,2,0,2.7152442616824506,1,0,0,0,1,0,0,1
861,21.0,1,0,2.5257286443082556,1,0,0,1,0,0,0,1
862,48.0,0,0,3.2932111997353943,0,1,1,0,0,0,0,1
863,24.0,8,2,4.256321678298823,0,1,0,0,1,0,0,1
864,24.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
865,42.0,0,0,2.6390573296152584,0,1,0,1,0,0,0,1
866,27.0,1,0,2.698558631668595,0,1,0,1,0,1,0,0
867,31.0,0,0,3.941500250945973,1,0,1,0,0,0,0,1
868,24.0,0,0,2.3513752571634776,1,0,0,0,1,0,0,1
869,4.0,1,1,2.495953738718064,1,0,0,0,1,0,0,1
870,26.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
871,47.0,1,1,3.9806942251907276,0,1,1,0,0,0,0,1
872,33.0,0,0,1.791759469228055,1,0,1,0,0,0,0,1
873,47.0,0,0,2.302585092994046,1,0,0,0,1,0,0,1
874,28.0,1,0,3.2188758248682006,0,1,0,1,0,1,0,0
875,15.0,0,0,2.1071782966514356,0,1,0,0,1,1,0,0
876,20.0,0,0,2.3837779082709782,1,0,0,0,1,0,0,1
877,19.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
878,24.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
879,56.0,0,1,4.432699549165613,0,1,1,0,0,1,0,0
880,25.0,0,1,3.295836866004329,0,1,0,1,0,0,0,1
881,33.0,0,0,2.1855792552411137,1,0,0,0,1,0,0,1
882,22.0,0,0,2.4437981558973862,0,1,0,0,1,0,0,1
883,28.0,0,0,2.4423470353692043,1,0,0,1,0,0,0,1
884,25.0,0,0,2.0856720914304723,1,0,0,0,1,0,0,1
885,39.0,0,5,3.405355391810819,0,1,0,0,1,0,1,0
886,27.0,0,0,2.6390573296152584,1,0,0,1,0,0,0,1
887,19.0,0,0,3.4339872044851463,0,1,1,0,0,0,0,1
888,24.0,1,2,3.196630215920881,0,1,0,0,1,0,0,1
889,26.0,0,0,3.4339872044851463,1,0,1,0,0,1,0,0
890,32.0,0,0,2.169053700369523,1,0,0,0,1,0,1,0
